Author,Title,Comment,Version,Rating,Vote
Lynnchou,睡眠功能好用！,在播放頁面看到睡眠定時功能，超級好用 rrrrrrrr...,7.10.32,5,5
音樂上癮者,更快找到定時功能，喜番 ❤️,更快找到定時功能，喜番 ❤️,7.10.32,5,5
Chloe Chen 727,感覺內容豐富了，還有 Podcast 可以聽耶！,睡眠功能好像改到播放器內，好像感受到你們的苦心安排（？）希望可以好好宣傳一下,7.10.32,5,5
巖Rock,Podcast 沒辦法聽,"升上ios14之後就沒辦法聽podcast,都過多久了，還不趕緊修復",7.10.32,1,1
Cplin328,定時器不見了,新改版之後，播放音樂的計時器不見了,7.10.32,5,5
傻眼暴龍,新增,希望可以多一些古風類的歌曲 裡面不是沒有不然就是沒版權了..,7.10.32,4,4
綱欸,歌曲計時器,突然發現睡眠的計時器不見了，希望可以改善改回來,7.10.32,4,4
Qwergdgjbdwahvf,睡眠播放不見了,更新後睡眠計時不見了,7.10.32,3,3
負評啦,定時播放不見了,更新後無法設定定時播放,7.10.32,5,5
Emily Huang!!,隨機播放,為什麼不能隨機播放？？？,7.10.32,2,2
Perry Chung,我都把范瑋琪的歌全刪了還拿到頭號粉絲,"早就把范瑋琪歌全刪，打死都不聽那個雙面人的歌，居然還拿到頭號粉絲，99%，是你不會氣死，這根本亂評！
KKBOX給個交代，憑什麼我沒聽給頭號粉絲，為某要給我這丟臉的標章還刪不掉？

9/22更新 KKBOX回覆

不好意思，目前尚無將粉絲徽章刪除的功能，如果不再支持設定歌手，建議你可將粉絲徽章功能暫時設定為不公開， 如此一來，他人進入到你的個人檔案頁面時，就不會看到你所有的粉絲徽章了。

那標章持續在我就每週來把我的評論往上洗

回報也沒說為何我刪歌還是拿到標章",7.10.32,1,1
Nickko0214,已更新,已更新,7.10.32,5,5
xcguseunm,美國不能聽,在美國突然不能聽，還在綁約中,7.10.32,1,1
Tzu Lin,不能設定多久後歌曲停止,是有改過嗎？因為我昨天用的時候還能設定，但，今天卻不能，重開機還是一樣😭,7.10.32,5,5
濫app,濫,"定時關閉被改掉了

貼網址  說  按照網頁操作

我用app 你貼給我電腦版的操作？

Kkbox 真的沒有競爭性了",7.10.32,1,1
Pcywei,離線歌曲原本有1000多首，更新之後只剩500首是什麼意思⋯,離線歌曲原本有1000多首，更新之後只剩500首是什麼意思⋯,7.10.32,1,1
柯 纹 摺,音樂,音樂識別是不是移除了,7.10.32,1,1
暱稱被搶走,差別待遇,"憑什只有5g用戶可以聽無損
我們4g是有少付錢嗎
已退訂 等你們處理好再回來",7.10.32,3,3
emma910522,你好,不能定時時間到停止音樂,7.10.32,1,1
萱*,更新後問題,更新後 沒有休眠模式,7.10.32,4,4
蠻多人在聊的,離線播放一直自動停止,聽音樂聽的正爽就沒了 有夠煩,7.10.32,1,1
kenny3727,音樂辨識？,哪有音樂辨識？怎麼都找不到...沒更新之前還有！,7.10.32,2,2
感覺Mr,定時關閉,"更新後這個功能消失了耶
睡覺前聽音樂變得麻煩了",7.10.32,4,4
Neil0225,定時功能,為什麼定時功能不見了...,7.10.32,4,4
babie bay,這版發現只要一打開臉書音樂就會停止,這版發現只要一打開臉書音樂就會停止,7.10.32,5,5
考拉深深,為什麼我的定時播放不見了,"沒有定時播放欸
而且突然不見
也更新了還是一樣
我的iPhone 7",7.10.32,4,4
放羊的農場,沒事幹嘛要把睡眠定時移走…,覺得很多此一舉，也沒比較好找,7.10.32,3,3
Yan Zi Long,空間環繞,希望能支援iOS 14 耳機的新功能,7.10.32,5,5
-_-Leo Ho,新增 Apple ID 登入,希望可以在外部帳號管理那邊，新增用 Apple ID 登入,7.10.32,5,5
Porsche899,希望apple CarPlay可以新增歌曲收藏功能,希望apple CarPlay可以新增歌曲收藏功能，這樣就能直接從車上收藏喜歡歌曲,7.10.30,5,5
快點修復我要聽歌,閃退,程式更新後一點開就閃退，完全沒辦法使用，這已經困擾我一個禮拜了，希望官方能盡快修復。,7.10.30,2,2
A.R_TW,哈哈,很棒的音樂平台,7.10.30,5,5
gui9108713,睡眠定時怎麼不見了,如題,7.10.30,3,3
Abignes,定時播放,為什麼更新後找不到定時播放了？,7.10.30,1,1
暱稱是要重複到什麼時候啦,氣死,明明我把歌的儲存量改成了4000結果更新之後卻又跑回500甚至把我的歌移除 真的狠令人傻眼 到底又要我重新下載到甚麼時候==,7.10.22,2,2
我可愛的林彥俊∞,音樂,歌單大概播30幾分鐘後就會自動關掉,7.10.22,1,1
richmus,持續單曲循環,現在搜尋某一首歌後 只會播放那一首歌 和之前使用時有些差異 我確定不是在單曲循環模式 可以請問我該怎麼解決嗎？這兩星期都有被這個問題困擾,7.10.22,5,5
leeeehoo,為什麼 app線上收聽都會自動斷線？要重開,為什麼......,7.10.22,2,2
Zero wan,音樂不能聽了,音樂不能聽了？,7.10.22,1,1
hsuchihchi,音質怎麼回事,前陣子推廣無損音質後，音質真的差異很多⋯,7.10.22,2,2
saya_hung,無言以對,"更新後原本下載的歌都變成無下載了，
重新下載後、幾天再開來聽又變成無下載。

可不可可以給我一個回覆？",7.10.22,1,1
阿柔XD,拜託回我,如果試用會員到期，是不是就要儲值，如果沒有是不是會有一些歌曲不能聽,7.10.22,4,4
ʀᴇɴɴ,音樂辨識,請問能否將音樂辨識弄回來？,7.10.22,5,5
Kofaaaaa,新增雞肋功能、介面變得冗長,"不喜歡粉絲徽章雞肋功能、POSCAST介面放在最前面

用KKBOX單純是聽歌，要找自己另存的歌單都要往下滑很多次，很難用，使用者介面非常不親民，如果短期不改善絕對考慮跳槽",7.10.22,1,1
最好不然,音樂辨識,這次更新之後想找歌，但發現音樂辨識功能不見了ಥ_ಥ請問可以改回來嗎,7.10.22,5,5
melanieiscool,很棒的音樂串流app,"app很棒，也用了十幾年了，推薦給大家。

但在最新一次更新v7.10.22後，一打開就卡住，接著閃退。完全無法聽歌",7.10.22,5,5
chi0125,...,更新後離線歌曲容量變成500首歌曲，原先是設定4000千首...結果原本的本機離線歌曲有2000多首不見一大堆...,7.10.22,1,1
Ning04,播放清單不要一直重置,每次播離線下載的音樂播到一半暫停一陣子，回來再繼續播放原本的播放清單 清單就會被重置，希望可以不要一直reload。,7.10.22,4,4
ghyu8412,為什麼韓國歌要放在西洋歌曲裡？,為什麼為什麼？,7.10.22,1,1
David and Kevin,Best choice,It’s a best place for listening,7.10.22,5,5
ccccjdushjsj,一直當！,完全點了也沒辦法聽，連離線歌曲都是傻眼,7.10.22,1,1
iven cheng,Apple Watch fix,"修好了齁
下次不要再這樣了
加油
謝謝",7.10.22,5,5
dex2kimo,Apple Watch這兩天連不上？,Apple Watch這兩天連不上？會閃退,7.10.20,3,3
Debb1_,Apple Watch 不可用,你好 一直很喜歡你們家 但是從更新7.10.2後突然Apple watch 打不開app 會直接閃退 希望你們可以解決這個問題 謝謝,7.10.20,4,4
還可以唄,AW無法開啟,打開就閃退打開就閃退，很不便！,7.10.20,1,1
Carter li,更新後 Apple Watch 閃退啦,7.10.20版本 手錶一直都閃退啦⋯⋯,7.10.20,2,2
yijie666,更新後手錶無法開啟,如題，更新後apple watch無法開啟app，一直閃退，希望趕快改善,7.10.20,3,3
shdhgxhshsjwjhsh,Applewatch無法開啟應用程式,"目前applewatch版本6.2.8
無法開啟KKBOX不知道怎麼回事！",7.10.20,3,3
安安靜靜的,更新後手錶控會閃退無法使用,更新後手錶控會閃退無法使用,7.10.20,5,5
小不點亞函,Apple Watch6.2.8,請問 Watech 手錶上沒辦法開啟App是版本還太舊嗎🧐🧐🧐🧐,7.10.20,3,3
b*r*e*n,app完全無法使用,app更新後完全打不開 ，無法使用,7.10.20,3,3
希望你們更好,Apple watch 會閃退,如題 更新過後apple watch上的app就打不開了,7.10.20,3,3
喝剩,爛,爛東西更新完apple watch不能用,7.10.20,1,1
阿巴巴巴巴巴巴,閃退,Apple Watch的kkbox打不開 會一直閃退,7.10.20,3,3
Riruisfgesgjur,閃退,Applewatch瘋狂閃退,7.10.20,4,4
Xjdbvg,分享歌詞建議,"更新後分享歌詞有底色看起來很醜...
希望能恢復之前的分享方式",7.10.20,4,4
都沒在更新,更新之後apple watch 不能用,一直閃退...,7.10.20,1,1
あまのしい,WatchOS版本會閃退,7.10.20版本更新完，Apple Watch 上面的KKBOX APP打不開,7.10.20,2,2
1020011,自動播放失效,某天自動播放突然失效，不知道原因為何,7.10.20,5,5
小平-平哥,更新後Apple Watch無法使用,這版更新後，Apple Watch無法使用，閃退,7.10.20,3,3
維阿小尼,希望改善,手錶的app完全掛掉了,7.10.20,4,4
阿均Lifestyle,Apple watch 5 閃退,昨天更新完之後就沒有辦法在手錶開啟KKBOX。,7.10.20,3,3
羊杯杯,Apple watch開app會閃退,我昨天更新完app過後我在手錶上要操作就出現閃退的現象,7.10.20,2,2
起級不開心,一直斷線！,一直斷連不上,7.10.20,5,5
疑惑地人,Apple watch會跳出頁面,今天剛更新完，Apple watch就無法跳出kkbox的畫面了，不知道有沒有人跟我一樣的狀況😭😭😭,7.10.20,5,5
愛戀香水,爛,為什麼今天更新完我的Apple watch上的KKBOX打不開...,7.10.20,1,1
某人00000,還我60天！!,"不好意思我是購買$600（120+60）天的青年方案
可是官方只給了120天...",7.10.20,1,1
MiMi_1213,體驗極差,"取消收藏個一兩首歌就在那邊同步歌單，浪費好幾秒
取消收藏也是超不方便，容易按到旁邊的拖動條，彈出的取消收藏框框沒意義，反而每次都要等他消失才能按下一首
真心建議重新設計一下版面",7.10.10,1,1
live1990128,新增Podcast功能,希望能將聽過的podcast新增顯示「已播放」，這樣就能清楚知道有無聽過,7.10.10,5,5
cchqazw,為什麼更新後播放音樂，播沒幾句就停了,為什麼更新後播放音樂，播沒幾句就停了,7.10.10,1,1
暱稱都被用完了😤,APP斷線太嚴重了,App斷線太嚴重了,7.10.10,1,1
怕被捕,剪下貼上,"為何把剪下貼上功能拿掉？？？？這樣編輯歌單超難用= =
拖曳很難用 我歌很多一首要拖一分多鐘 要拖到何時",7.10.10,2,2
pocawu,CarPlay無法使用,3天前的更新後CarPlay就不能用了,7.10.10,1,1
Don't ask me what is my name.,連結chromecast,"突然無法連結chromecast欸
以前都可以 嘖嘖",7.10.10,1,1
Mavis Xie i7+,Carplay更新後不能使用,"昨天更新了kkbox，今天無法用carplay播放kkbox，程式重新下載還是不能打開

更新  
之後又突然可以用了，謝謝",7.10.10,5,5
sail___,專輯分享,希望除了分享單曲外可以新增分享專輯到instagram上的功能。,7.10.10,5,5
Rubio hong,歌超少,張惠妹的歌只有14首？我傻眼,7.10.10,1,1
Skylink05,App 更新後， CarPlay 無法連結 KK BOX 介面,"更新後能進去App了, 但會出現無法連結Kk Box , 再按一次連結仍無法出現歌曲選單...
請儘速改進！

另外建議：
能否在KK BOX 介面下，用語音搜尋找歌？類似 Google map 語音搜尋地點一樣.
謝謝",7.10.10,1,1
撐稱,如果有負星絕對不會給到一顆,"歌單裡大概三分之一的歌未授權下載，如果在沒有網路的地方根本不用聽
未授權歌曲越來越多。
之前說要爭取授權的歌曲，三年了依然聽不到。再騙啊KKBox，當用戶都傻子嗎？",7.10.10,1,1
暱稱打什麼都顯示已有人使用🙄️,！,更新後會閃退,7.10.10,1,1
hongmx0711,希望,希望可以匯入youyube歌單,7.10.10,3,3
adrianivashkov,迅速地改善已知問題,問題一寄出不到一天就會有專員協助回應，最新的版本甚至有頭粉徽章真的太可愛了！,7.10.10,5,5
Y.Shanghua,訂閱白金會員，依然是一般會員,已按照說明手動上傳iTunes付費數據，但依然顯示一般會員。已將問題上傳至現上客服快易通，可是客服回函沒有回信。,7.10.10,1,1
cindytu0919,歌詞上傳速度太慢,您好，近來在認養歌詞時，發現歌詞已投稿成功，但卻遲遲未有歌詞出現，覺得審核歌詞速度好像有點久，之前投稿過幾乎都一兩天就會出現，是不是可以改善一下審核歌詞的速度。,7.10.10,4,4
張聖宏,無法登入,帳號要讓另一個人同時使用，但無法登入，請儘速為我處理,7.10.00,1,1
Mengswarch,感謝修正嚴重錯誤,"終於把開起來延遲五秒的錯誤改善
謝謝",7.10.00,5,5
kkboxhelpme,為什麼一直單首循環播放？,想請問明明沒有設置循環播放、隨機播放、單曲播放，卻一直重複同一首歌，重新下載也沒有變正常，請問該怎麼做？,7.10.00,5,5
12345qwertasdf,手機app新增歌詞認養功能有錯誤,我已經按照手機app功能編輯歌詞時間，但我卻收到回覆，說我時間格式設定錯誤，請開發者檢閱一下iOS版本的KKBOX app歌詞認養功能是否正常,7.10.00,1,1
waynewen205532,可否增加待播歌曲序列的功能,有時聽歌希望聽到下一首歌是某一條歌，APP可否增加這個功能呢？,7.10.00,4,4
cynthia.jeff,隨機播放重複有限的範圍以及上線人數的限制,有很好的功能，例如，有很多精心設計的歌單，還有隨著使用者習慣而出現相似曲風的歌單，排行榜與曲風功能很方便，新歌功能也很實用，但隨機播放常常會固定幾首歌重複播放，似乎演算法不夠完整，另外感覺比較差的是，只要有另一台連線就會封鎖原本的連線，建議可以增加連線人數上限，或酌量收取費用，在另一人連線時給予選擇，或更多方案，參考競爭對手的做法，以相近的費用開放多人連線,7.10.00,4,4
Tina Liang 1345,iOS沒有車用模式,Android有車用模式，開車時有較大的按鈕介面可以使用，希望iOS版也可以有此功能，會方便很多。,7.10.00,4,4
犬系戀人讚啦,漂浮歌詞,希望能夠有漂浮歌詞出現在手機的頁面上,7.10.00,5,5
yabiwu,更新後無法連接apple carplay,昨天更新後，今日都無法連接apple CarPlay ~,7.10.00,3,3
Chris825007,很棒的音樂軟體,但希望可以在Carplay上也能有歌詞顯示功能～,7.10.00,5,5
Yuhsiangkao,無法隨機播放,更新完ios最新版本後就無法隨機播放了,7.10.00,4,4
怡君（甜蜜の鋒蜜）,找不到下載過後的歌曲,找不到下載過後的歌曲,7.10.00,4,4
凡凡毛,給個建議,可以增加以前有的使用注音和英文搜尋歌手團體嗎？,7.10.00,5,5
lyh333333,下載過的歌曲一直要重新下載,最近很常這樣,7.10.00,1,1
도날드덕솝,關於使用的建議,"1.開始播放歌曲之後，如果我點出那個歌單再點進去，頁面會一樣在最上面，但事實上直接出現在該首歌曲的位置更實用。畢竟我常常又點進去就是為了看看它接下來幾首歌是什麼呀！

2.或許可以增加評論留言之類的功能？歌曲的評論區，有時候很想看看歌曲相關的討論。

3.可以考慮增加翻唱版本的歌曲嗎？例如Conor Maynard,Alex Goot之類有名的翻唱歌手。不知道版權方面可不可行，但很希望不用去yt就能聽翻唱～",7.10.00,4,4
北極熊冬眠,音樂鬧鐘的部分,現在沒有音樂鬧鐘了嗎@@,7.10.00,4,4
---------ling,打不開,更新後一直無法打開,7.9.10,2,2
-Syunnn,更新後閃退,更新後一直閃退，完全沒辦法使用，請盡快解決此問題,7.9.10,2,2
