content,rating
好用,1.0
為什麼 這 個 要 錢 啊,-1.0
難得 玩 到 這麼 有趣 的 卡牌 遊戲 上 來 點 贊 一下 美中不足 就 是 不能 像 的 遊戲 一樣 直接 無限 元寶 送打 得 不 要不要 首先 這 個 遊戲 不得不 誇 的 是 他 的 美術 他 真的 是 驚艷 到 我 了 還 有 立繪 模型 等等 都 是 無可 挑剔 的 已經 做到 很 棒 了 操作性 很 好 是 因為 卡牌 搭配有 各 種 效果 有 各 種 強度 雖說 有點 難懂 但是 在 新手 關卡 中 的 說明 十分 詳細 我 自己 是 很 快 就 上手 了 所以 新手 關卡 一定 要 看 把 新手 關卡 過完 就 能 大概 會 玩 了 最 難 的 部分 大概 是 組卡吧 現在 沒 什麼 頭緒 但 這 也 是 這 遊戲 好玩 的 地方 總的來說 這 是 一 款 很 棒 的 卡牌 遊戲 各 方面 都 有 兼顧 為什麼 商店街 開啟 也 要 打牌 我 還 以為 進去 就 能夠 買 東西 呢 妖怪 的 世界 還 真是 繁榮 呢 我 常常 想 世界 會不會 有 另 一 面 也許 百聞牌 這 裡面 所 描繪 的 妖怪 的 世界 就 是 我們 所 不 為 人 知 的 一 面 的 很 期待 遊戲 的 後續 更新 和 玩法 啊 有 沒 有 小 夥伴 一起 玩 啊,1.0
最近 半 年 常常 撥到 一半 就 不會 撥 了 客服 人員 說 的 根本 無效 幾百 年 前 早 就 把 設成 允許 背後 執行,-1.0
有的 歌曲 是 爛 音質 難受,-1.0
方便 好用 容易 上手,1.0
為什麼 的 用戶 跟 用戶 的 介面 不 一樣 我 也 想要 黑底 啊 還 有 最 下面 的 選單 功能 為什麼 也 沒有 找 個 東西 找 很 久 才 發現 在 左上角 的 三 條 線 裡 為什麼 一樣 付費 使用 界面 卻 差別 待遇,0.0
真的 很 好,1.0
雞白,-1.0
好聽,1.0
最近 歌曲 大小聲 無法 平衡 一 首 歌曲 內 音量 不一 不 知道 是 歌曲 本身 還是 平臺 問題 換 歌 時 音量 也 有 大小聲 差異,-0.5
人 還是 比較 喜歡 的 從來 沒有 玩 過 這麼 久 的 手機 遊戲 聽說 去 到 網址 能 玩 滿 元寶 無限版 進入 遊戲 就 全部 道具 資源 都 無限 用 超爽 的 好幾千 款 滿 版 超級 好玩 的 又 不用 充 錢 離線 獎勵 獎勵 非常 之 多 送到 你 吐玩 起來 什麼 不 開心 的 都 忘記 了 聊天 也 能 拿 元寶 還 去 找 你 的 另一半 吧 一直 玩下去 隱藏 在 遊戲 中 的 祕密 突出 了 遊戲 中 冒險 要素 獲得 裝備 也 是 有趣 的 地方 之 一 雖然 遊戲 很 簡單 還是 有 種 莫名其妙 的 投入感 遊戲 節奏 很 讓 人 上手 喜歡 暗黑 的 玩家 可以 玩 一下 老 遊戲 還是 有 人 玩 的話 還是 有 些 理由 的 我 是 女生 雖然 我 玩 這 個 技術 教 九流 的 遊戲 有 天壤之別 開發 者 的 匠心 精神 值得 我們 敬佩 也 很 感謝 開發 者 資源 道具 都 是 直接 無限 的 還 有 很多 遊戲 無限版 能 挑 超爽 的 阿打開來 是 熟悉 的 畫面 都 痛哭流涕 了 我 超級 開心 李逍遙 還是 舊版 的 帥 啊 新仙劍 時 整 個 變成 小 白 臉 我 都 無 愛 了 底下 很多 人 反饋 操作 問題 但 不 知道 是 不 是 之前 有 更新 過 我 這邊 打開 方向 操控 圓盤 的 情況 下 操作 上 沒有 什麼 問題 搜 寶 走路 都 很 順暢 跟 以前 用 電腦 操作 感覺 差異 不大 非常 感謝 大宇 當年 經典 創作 陪 我 渡過 童年 時光 現在 做 了 手機版 讓 我 回溫 最 美 的 舊愛 這 手遊 很 有 玩頭 畫面 的 感覺 跟 電腦 的 天涯 明月 刀,1.0
很 好,1.0
能 出 鬧鐘 跟 手機 鈴聲 的 嗎 這樣 才 能 滿足 生活 上 所有 音樂 的 需求 阿,0.0
先 說 這 遊戲 好玩 遊戲 看 的 出 有 很 用心 熟悉 的 感覺 終於 找到 的 經典 但是 昨天 我 在 谷哥 上 看到 那 個 名字 為 地網頁 上 體驗 一下 公益 遊戲 版本 哈哈 我 是 因為 這 網站 可以 找到 版 無限 圓寶 實在 太 無敵 了 無限 圓寶 實在 太 無敵 了 裝備 什麼 的 都 是 頂級 的 直接 領 完全 不 花錢 隨意 吊打 土豪 啊 它 變成 什麼 樣 的 人 是 自己 給 人 感覺 不 到 自己 身 上 所 具有 光榮 的 感覺 這 種 事情 就 不 知道 為什麼 要 做 的 事情 就是 這樣子 對 自己 的 態度 是 款 比較 適合 我們 這 種 事情 發生 在 你 面前 我 就 不會 那麼 簡單 地 生活 的 人 在 這 後來 可能 是 玩 的 人 多 了 大 神 也 慢慢 多起來 了 吧 我 也 不可 避免 的 被 朋友 拖進 這 個 坑 裡 還 有 角色 交易 系統 唷 場景 做 的 很 細繈 感覺 可以 靜下來 心 可以 獨自 慢慢 玩 的 遊戲 雖然 很 難受 還是 會 繼續 堅持 玩 的 魔性 遊戲 對於 老手 們 是 一 個 不錯 的 選擇 上線 即 送 滿級 鑽石 拿到 手 抽筋 天天 精彩 豪禮 送送 送 不停 去 了 解 那些 年 發生 的 故事 方面 也 是 有定 的 深度 不 是 完全 數值 的 比拼 各 種 招式 的 對碰 講究 見招 拆招 不能 一味 地 進攻 和 防禦,1.0
還 不錯,1.0
人 設 還 有 現實 意義 都 很 不錯 很多 地方 都 想 一 步 到 位 根據 選擇 推進 劇情 的 遊戲 方式 很 有趣 希望 翻譯 品質 能 再 提升 可惜 不能 像 裡 的 遊戲 一樣 註冊 遊戲 帳號 後 就 有 元限 元寶 上面 能夠 玩 無限 元寶版 直接 就 滿 和 無限 貨幣 根本 不用 儲值 強烈 推薦 哦 擁有 很 好 的 遊戲 體驗 也 有 很多 的 玩法 風格 可愛 有趣 創作 也 能 很多 原 不過 唯一 的 缺點 就 是 升級 的 部分 和 建築 的 部分 價格 太 高 剛 玩 時 很 難 升本 其他 需要 改善 的 只有 升級 時間 能 稍微 調少 一點 就 好不然 升級 時間 太 長 很多 人 都 等 不 下去 也 謝謝 製作 團隊 的 用心 做出 怎麼 好 的 遊戲 這 一切 都 是 健康 和 自由 的 體驗 遊戲 由於 很多 玩家 抓 不 到 所以 很 難 抓住 高星 等 畢竟 這 不 是 你 的 專屬 遊戲 必須 有 一 個 折衷 方案 當然 對於 像 我 這樣 週末 沒有 時間 的 人 來 說 導致 放大鏡 不能 用 也 無法 獲得 點 以上 的 體力 或 其他 獎勵 已 檢查 過 網路 連線 完全 沒 問題 甚至 嘗試 過 重新 開機 跟 重新 下載 皆 無法 解決 不能 觀看 廣告 的 問題 有點 困擾 希望 能 趕快 改進 介面 操作 還 算 簡單 畫風 及 動畫 很 喜歡 多變 我 認為 可以 提高 一點 難度 我 最 喜歡 挑戰 了 喜歡 這 種 慢慢 玩 就 可以 變強 的 遊戲 因為 這樣 就 不 需要 課金 了,1.0
音検 索 弱,-0.5
好用 是 好用 可是 爲 什麼 要 負費 然後 歌 也 不能 聽 希望 可以 改 免費 的 大家 都 是 這樣 想 麻煩 請 改 謝謝,1.0
以 一 個 付費 的 程式 來 說 一 個 月 發生 兩 次 以上 程式 卡死 無法 動彈 黑頻 真的 有點 太多 了,-1.0
最近 有 些 歌 都 被 告知 未 授權 希望 可以 快點 恢復,0.0
好聽,1.0
能夠 給 人 帶來 視覺 與 聽覺 上 的 享受 以後 再 也 不會 無聊 還 有 壹 個 特別 的 小 技巧 告訴 大家 在 這裏 下載 的 版本 可以 滿 不用 自己 充 這 款 卡牌 手遊 真是 給力 畫面 震撼 視覺 沖擊感 強烈 多 款 技能 搭配 的 創新 玩法 打造 極致 的 試玩 體驗 全面 的 立體 社交 帶來 不 壹樣 的 暢玩 感受 以及 帶來 深刻 的 角色 扮演 感對 它 情有獨鐘 絕對 是 有 理由 的 遊戲 精彩 無限 建築 工地 設計 完美 結合 非常 喜歡 如果 有 多些 功能 更加 好 這樣 玩起來 會 更 刺激 更 耐玩 如果 可以 的話 希望 在 建設 過程 自主 選擇 喜歡 的 地方 開發 裝修 風格 自主 設計 會 更 完美 啦 遊戲 用戶 可以 自由 選擇 自己 的 夥伴 組隊 參加 比賽 一切 要 新穎 刺激 獨特 風格 爲 基礎 才 能 更 好 地 吸引 所有 的 客戶 羣體 希望 這 個 遊戲 好 快 有 新 的 玩法 期待 擬 真的 衣服 紋理 踩 在 鐵板 上 的 音效 踩 在 雪地 會 留 腳印 真的 很 用心 劇情 方面 給 玩家 的 角色 定位 我 認為 是 恰到好處 既 不 影響 主線 劇情 又 不會 顯得 玩家 過於 邊緣 彷佛 自己 身 上 也 隱藏 了 什麼 祕密 一樣 很 有 代入 感龍族 本身 的 角色 以及 之間 的 恩怨 其實 滿 複雜 的 但 遊戲 處理 的 還 算 簡潔 好懂 有些 前塵 往事 輕輕 帶過 也 不會 有 弄 不 懂 的,1.0
很 爛,-1.0
個 遊戲 真的 做 的 很 棒 我 就是 喜歡 去到 網址 上面 有 很多 無限 資源 版本 的 遊戲 能 載進去 遊戲 就 能夠 隨便 使用 的 爽呆 了 尤其 是 在 角色 跟 劇情 上 都 十分 的 吸引 我 在 打 競技場 的 時候 也 是 非常 順暢 這 部分 值得 佳獎 打 一般 關卡 則 不會 有 這 個 問題 希望 可以 改善 另外 希望 可以 和 好友 進行 對戰 這樣子 也 比較 有趣 我 是 因為 朋友 推薦 才 來 玩 的 他 說 他 從 開服 玩 到 現在 據說 福利 跟 制度 真的 改善 很多 新手 的 待遇 也 很 好 大力 支持 即使 選完 獎勵 後 有 短暫 無敵 但是 落入 坑洞 或 觸發 陷阱 還是 會 影響 遊戲 簡單 來 說 這 款 遊戲 非常 值得 玩 而且 非常 輕鬆 的 娛樂 手遊 可以 輕鬆 玩 或 認真 玩 非常 棒 的 遊戲 希望 越來越 好在 第一 年 接觸到 這 遊戲 後 我 彷彿 進入 異 世界 一樣 在 這 彈珠路 上 不斷 收集 夥伴 每 天 睡覺 都 會 夢到 我 與 我 的 彈珠 一起 並肩 作戰 其 二 是 清空 房間 後 的 寶箱 和 金幣 等等 建議 改為 自動 獲得 能 更 進一步 提升 遊戲 流暢度 其 三 是 探險 中 進入 選擇 元素 的 房間 時 建議 設置 一 個 無限 恢復 魔力 的 裝置 以利 測試 不同 的 魔法 組合 畢竟 魔法 本來 就 會 自動 恢復 沒有 必要 在 這 個 地方 花 時間 等 對 吧 也 一樣 是 流暢度 的 問題 以上 建議 給 貴 團隊 感謝 你,1.0
以後 再 也 不會 無聊 還 有 壹 個 特別 的 小 技巧 告訴 大家 在 這裏 下載 的 版本 可以 滿 不用 自己 充 這 款 卡牌 手遊 真是 給力 畫面 震撼 視覺 沖擊感 強烈 多 款 技能 搭配 的 創新 玩法 打造 極致 的 試玩 體驗 全面 的 立體 社交 帶來 不 壹樣 的 暢玩 感受 以及 帶來 深刻 的 角色 扮演 感對 它 情有獨鐘 絕對 是 有 理由 的 遊戲 精彩 無限 建築 工地 設計 完美 結合 非常 喜歡 如果 有 多些 功能 更加 好 這樣 玩起來 會 更 刺激 更 耐玩 如果 可以 的話 希望 在 建設 過程 自主 選擇 喜歡 的 地方 開發 裝修 風格 自主 設計 會 更 完美 啦 遊戲 用戶 可以 自由 選擇 自己 的 夥伴 組隊 參加 比賽 一切 要 新穎 刺激 獨特 風格爲 基礎 才 能 更 好 地 吸引 所有 的 客戶 羣體 希望 這 個 遊戲 好 快 有 新 的 玩法 期待 其實 我 認為 這 是 一 個 很 好 的 遊戲 也 覺得 沒有 什麼 需要 改 的 地方 但 我 希望 珍寶 的 服裝 可以 上 商城 買 除了 聯動 的 服裝 之外 因為 我 相信 其他 人 應該 也 會 很 想要 一些 服裝 但是 卻 要 抽 珍寶 才 抽 得 到 而且 還 不一定 會 中 也 希望 城堡 能 抽到 獨特 或 奇珍 服裝 的 機率 可以 大 一點,1.0
希望 永久 免費,1.0
你們 的 程式 設計師 是 腦袋 有 洞 嗎 登入 密碼 的 規則 硬是 要 設計到 超 複雜 連續 試 了 幾十 組 都 不 給 確認 這 種 超 複雜 的 密碼 之後 還不是 一樣 忘 了,-1.0
好用 但是 積點 換 的 東西 難 換到,0.5
自 遲遲 經常 自,1.0
太 差 了 沒辦法 使用 者 桌面 或是 離線 撥放 既 擾民 又 沒 隱私 差透 了,-1.0
我 覺得 這 個 實在 太 好 了 我 還 想 給 顆星 他 不會 像 我 之前 下載 的 一 款 我 之前 下載 的 那 一 款 我 怎麼 找 歌 也 找 不 到 而且 那些 歌 根本 就 是 老 歌 然而 這 個 裏面 的 歌 有 很多 而且 也 很 好聽 我 支持 你,1.0
希望 可以 智能 手錶 好 讓 用家 戶外 活動 時 不用 帶 手機 也 可 邊 運動 邊 聽 歌 我 是 用 的,0.5
聽 歌 要 錢,-0.5
很 棒,1.0
音色 不錯 價格 可以 在 平民價 更 好,1.0
記憶 金,-1.0
去 美容 不然 我們 就 去 神 那邊,1.0
大概 從 半 年 前 開始 我 的 就 一直 發生 歌曲 放到 前 秒 就 自動 跳掉 的 狀況 我 試 過 更新 刪掉 重灌 等 方法 都 無法 改善 想 請 客服 協助 改善 我 的 問題,0.0
還 不錯 希望 歌曲 可以 補全 有些 歌 根本 搜尋 不 到 也 希望 可以 增設 一 個 綜合 流行 歌曲 的 分類,0.0
註冊 之後 還是 無法 登錄,-1.0
不 是 欸 一直 退掉 聽 歌 聽到 一半 就 沒有 音樂 這樣 很 難受 欸 我 都 更新 了 可不可以 拜託 不要 再 退掉 了 我 想要 好好 享受 音樂 啦,0.5
請問 為 啥 我 突然 不能 下載 歌曲 聽完 顯示 以 下載 但是 下 次 在 歌單 卻 找 不 到 重新 下載 顯示 已經 下載 了 可是 以前 都 可以,1.0
下 拉加 個 可以 關掉 吧,-0.5
沒有 加到 播放 佇列 的 選項,-1.0
一 個 字 死 要 錢 爛,-1.0
方便 好用 歌單 豐富,1.0
很 棒,1.0
不能夠 理解,1.0
下載 歌曲 要 給 錢 的 不能 免費 領取 會員 嗎,-0.5
講 真 新歌 好 難 找到,0.0
真心 覺得 你們 要 加油 最好 去 參考 大陸 的 網易雲 音樂 模式 連 試聽 以及 不能 下載 音樂 爛 還 沒有 網頁版 試聽 或是 直接 播放 一定 要 下載 軟體 傻眼 欸 沒 考慮 手機 容量 不足 的 人 爛,-1.0
讚,1.0
便利,1.0
很 棒 了 但 可以 再 更 好 收費 可以 更 便宜,0.0
本來 用 的 好好 的 可是 對於 我 這 種 學生 黨 來 的 真的 無法 付費,0.0
不行 分享到 的 限時 動態 可以 改善 一下 嗎 這 很 讓 人 困擾,0.0
很 好 謝謝,1.0
睡覺 前 播放 輕鬆 舒服 音樂 挑 一 片 專輯 有 設定 想要 播完 一 次 就 結束 但 發現 此 專輯 播完 自己 會 跳 相關 主題 歌曲 一直 播放 早上 醒來 還 在 播 是 我 誤會 了 什麼 嗎,0.0
一切 很 好,1.0
垃圾 還要 衝 會員 很多 歌 都 沒有,-1.0
狀態列 的 時候 點選 功能 都 有 動畫 譬如 停止 下 一 首 但是 在 內部 點選 的 時候 沒有 動畫 讓 我 不 知道 是 不 是 沒 按到 還是 網路 延遲 就 會 一 次 按 太多,1.0
主打 中文 歌 大部分 都 有 不過 手機 聽 歌 時 同 時間 在 搜索 其它 資訊 時 很 常 自己 閃退 到 主畫面 聽 歌 聽到 一半 就 斷掉 了 希望 再 加強 已 更新 最 新 版本 手機 使用 上 只 有 一 年 時間 而已 還 算 蠻 很 新 了,-1.0
爛 到 發黴,-1.0
去 美容 不然 我們 就 去 神 那邊,1.0
去 美容 不然 就 去 神 那邊,1.0
能 出 鬧鐘 跟 手機 鈴聲 的 嗎 這樣 才 能 滿足 生活 上 所有 音樂 的 需求 阿,1.0
如果 可以 一直 評論 我 會 一直 批評 這 爛 到 不行 的 聽 歌 軟體 使用 十 分鐘 可以 斷線 超過 次 無法 同時 與 其他 同時 使用 非常 糟糕 繳 月費 卻 是 這 種 品質 根本 就 是 詐欺 行為,-1.0
讚,1.0
我 想要 的 歌 都 沒有,-1.0
好,1.0
好玩 如果 不用 儲值 用 送 的 更 好 而且 拜託 加 個 可以 送 好友 東西 嘛 加油 原本 只是 沖 著 這 個 網址 上線 就 送去 的 結果 發現 登入 遊戲 後 的 帳號 居然 無限 元寶 而且 爆裝 的 幾 率 也 是 讓 我 嚇 了 一 跳 我 跟 我 同學 們 和 家人 玩 的 飛常 高興 雖然 跟 一些 小 夥伴 會 吵架 但 我 真的 很 喜歡 這 遊戲 我 每 天 都 一定 要 玩 不 玩 不行 呢 有 些 小 夥伴 就 特別 的 奇怪 欸 我 做 一 張 超久 的 地圖 還 在 做 的 時後 他 居然 把 那 張 地圖 燒 了 氣死 我 了 我 還是 有些 程示 不 知道 怎麼 用 像 劇情 呀唉 但是 我 只 想 說 我 超 愛玩 的 創做 迷你 世界 的 人 辛苦 了 謝謝 超好玩 如果 不用 儲值 用 送 的 更 好 而且 拜託 加 個 可以 送 好友 東西 嘛 加油 我 跟 我 同學 們 和 家人 玩 的 飛常 高興 雖然 跟 一些 小 夥伴 會 吵架 但 我 真的 很 喜歡 這 遊戲 我 每 天 都 一定 要 玩 不 玩 不行 呢 有 些 小 夥伴 就 特別 的 奇怪 欸 我 做 一 張 超久 的 地圖 還 在 做 的 時後 他 居然 把 那 張 地圖 燒 了 氣死 我 了 我 還是 有些 程示 不 知道 怎麼 用 像 劇情 呀唉 但是 我 只 想 說 我 超 愛玩 的 創做 迷你 世界 的 人 辛苦 了 謝謝 我 想說 重 下載 因 該 可以 可是 沒法 但 就算 沒法 下載 遊戲 還是 很 好玩 喔 雖然 有 一些 小小 問題 可是 畢竟 這 個 是 遊戲 所以 我 給 五,1.0
下載 歌曲 要 給 錢 的 不能 免費 領取 會員 嗎,-1.0
推薦 玩滿 無限 寶石 無限 元寶 無限 貨幣 的 遊戲 瀏覽器 打開 網址 裡面 的 遊戲 經典 就 是 經典 還是 那 個 感覺 追憶 曾經 錯過 的 遊戲 開發 商棒棒滴 遊戲盒 裡面 資源 鑽石 都 是 無限 的 幾千 款 無限 元寶版 手遊 討論區 都 快 爆滿 了 哈 感謝 官方 每 次 都 讓 發放 超多 獎勵 的 角色 的 內心 的 想法 也 被 刻畫出來 不錯 的 屬性 配置 和 平衡性 很 不錯 很 簡單 畫質 比較 細膩 趣味性 超級 強 很 經典 的 遊戲 百 玩 不 厭 的 一直 在 玩能 給 我 帶來 快樂 回憶 的 一 款 遊戲 不錯 的 遊戲 的 平衡性 很 不錯 學起來 很 簡單 畫質 比較 細膩 趣味性 強團戰 也 挺 有意思 打開 遊戲 之 旅 暢遊 虛擬 一起 來 玩 吧 其實 我 挺 喜歡 的 不管 是 從 畫風 上 還是 人物 設定 上 都 是 我 喜歡 的 類型 聲優 也 是 個人 是 聲優 控集 齊 了 這麼多 大牌 聲優 在 這裡 也 就 是 我 為什麼 開 了 那麼多 號 還 一直 堅持 的 最 重要 原因 原來 有 一 個 比較 好 的 號 但是 因為 換 了 手機號 的 問題 就 在 也 沒 登上去 過 提 過 申訴 但是 受理 一直 不 理想 也 很 慢 也 不能 自助 找回 帳號 希望 以後 把 帳號 這 方面 做 的 好 點 可以 快點 受理 增加點 自助 找回 帳號 的 功能 也 會 方便 很多 希望 喜歡 這 款 遊戲 的 你們 也 能 跟 我 依樣 體會到 同樣 的 樂趣,1.0
讓 腦袋 充滿 每 秒 好 活力 美麗 好 心情 滿滿 每 一 天,1.0
之前 提出 問題 一下子 就 解決 了 很 感謝 你 讚讚,1.0
這 幾 天 更新 後 不能 播放,0.5
好用,1.0
一直 玩 都 沒 問題 讓 我 告訴 你 地 空詠 唱網 上 可以 體驗 一下 無 縣 圓寶版 手遊 登入 就 享 至尊 會員 還 有 原創 角色 交易 系統 玩膩 了 可以 換 現金 但 自從 最近 更新 了 就 不能 進入 遊戲 一 開 遊戲 就 閃退 帳號 也 一直 不能 成功 梆定 希望 有 人 可 連絡 我 提供 協助 也 不 敢 刪 遊戲 怕 資料 都 消失 了 更新 問題 己經 解決 雖然 是 我 自己 找 客服 提供 資料 取回 帳號 回覆 也 很 快 好像 天 左右 就 拿回 人物 和 景色 處理 都 獨樹格美中不足 就 是 不能 像 網址 上 的 遊戲 一樣 直接 無 縣 圓寶 送 每 個 地方 都 環環相扣 讓 我 體驗到 遊戲 設計師 的 創意 小巧思 非常 耐玩 而且 劇情 引人入勝 但是 在 敘事 的 時間 也 不會 冗長 把握 的 剛剛好 跟 我 以前 玩 的 手遊 完全 不 一樣 是 一 個 有 層次 跟 故事 的 遊戲 活動 獎勵 又 多 豪禮 圓寶 送 不停 超級 爽 的 有沒有 我 都 去 網紙 玩 這 款 的 滿級 無 縣版 無 縣 圓寶 實在 太 無敵 了 裝備 什麼 的 都 是 頂級 的 直接 領 直接 就 滿 和 無 縣 貨幣 根本 不用 儲值 獎勵 又 多 畫面 超贊挺 好玩 的 商城 圓寶 可以 再 多一點 活動 取得 會 更 吸影 玩 加 持續 上線 玩 遊戲 的 意願 遊玩 方面 消消樂 還 不錯 玩 除了 有 些 關卡 比較 難 需要 玩 比較 運氣 差點 需要 很多,1.0
陳鬱欣,0.5
遊戲 本身 很少 會 出現 卡住 或 當機 的 狀況 美中不足 就 是 不能 像 這裡 遊戲 直接 給 大量 商城幣 和 送 至尊 會員 還 有 獨創 的 角色 交易 系統 內容 感覺 可以 在 更 豐富 一些 升級 途徑 感覺 可以 在 多 新增 一些 整體 結構 算是 完整 了 門客 的 人物 設計 很 符合 背景 時代 人物 用詞 上 感覺 可以 在 專研 門客 升級 還可以 衙門 稍稍 有點 無趣 關卡 與 玩家 的 互動 或許 可以 更 豐富 些 我 是 覺得 不 喜歡 就 避開 啦 不必 特別 衝過來 罵 畢竟 每 個 人 喜好 不 太 一樣 嗎 對方 也 是 養家活口 而且 如果 有 建議 就 提出來 像 我 這樣 多 好 至少 我 是 希望 官方 可以 更 好 而 不 是 向 大家 一樣 只 會 嘴巴 說說 最後 我 喜歡 這 種 培養出來 的 感覺 小孩 也 生 了 很多 了 不過 都 笨拙 希望 可以 有 一 天 生出 聰明 的 孩子,1.0
好用 有時候 會 整理 歌單 都 是 慢慢 回憶,0.5
亾 義大利函 數 據 傳輸線 網址,1.0
為什麼 每 日 新 發現 都 推薦 不 合 我 口味 的 歌滿 失望 的 考慮 取消 付費 了,1.0
使用 介面 順暢 選 歌 更,1.0
真正 香港人 的 聽 歌,1.0
網路 正常 但 無法 連線 經常 播 到 一半 斷線,-1.0
好用,1.0
好 但是 我 就 是 因 爲 沒 網絡 才 下載 的 現在 又 要 付費,0.0
可以 找到 新歌 原唱 但是 找 不 到 版本 的 音樂 希望 可 改進,0.5
一點 也 不 好用 一直 卡卡 我 的 電話 還是 新新 美美 的 都 是 卡卡卡卡卡卡卡卡,-1.0
牛 逼,1.0
希望 可以 新增 桌面 歌詞 鎖定 功能 並且 不 影響 歌詞 後面 畫面 的 使用 不然 會 一直 不 小心 按到 或是 要 一直 移動 桌面 歌詞纔 能夠 使用 被 遮擋住 的 畫面,0.5
為何 每 次 聽到 一半 都 會 被 擠掉 是 有 鬼膩,0.0
排行榜 的 歌 沒 經過 篩選 就 只是 看 點閱率 每 次 新 電影 一 出來 也 會 洗版 不管 好聽 難聽 的,-1.0
早 幾 天 提交 了 一 首 歌 的 歌曲 建議 想不到 今天 就 上架 了 謝謝 你們 的 重視 跟 高效 願意 繼續 訂閱 你們 的 服務 也 希望 你們 繼續 努力 和 重視 用家 意見,1.0
很 棒 的 可是 要 錢,1.0
怎麼 會 沒有 張韶涵 的 我 的 最愛 呢 莫名其妙 要求 了 至少 五 次 完全 沒 消 沒 息 這 種 處理 態度 實在 不,-1.0
好,1.0
歌單 編排 順序 拜託 新增 按 歌曲 加入 時間 由 上 開始 排序 聽 歌 才 比較 方便 不用 每 次 想 聽 最近 的 歌 都 要 滑到 最 底下,0.0
為什麼 一直 顯示 我 所在 地區 沒有 開放 服務 跟 我 在 同 一 個 地區 的 朋友 卻 能 正常 使用 重新 安裝 也 是 一樣 我 目前 人 在 澳洲,1.0
播 到 一半 斷掉 顯示 下載 中 卻 一直 轉 圈圈 無法 下載 要 結束 程式 重新 開啟 結果 下 一 首 歌 又 重複 一樣 情況 已經 是 常態 了 請問 把 付費 使用 者 當 盤子 在 敲 嗎,-0.5
還 不錯 用,1.0
暫時 都 係 正常 使用 好多 歌 都 搵 到,0.0
去 美容 不然 我們 就 去 神 那邊,1.0
不能 下載,-0.5
垃圾 不能 下載,-1.0
發現 更新 軟體 時 要 有 全部 萬歌手 名字 更新 軟體 時 要 有 全部 萬 首 歌 更新 軟體 時 要 有 全部 萬 歌名 首 歌 更新 軟體 時 要 有 全部 萬歌手 專輯 首 歌 更新 軟體 時 要 有 全部 萬專輯 首 歌 更新 軟體 時 要 去 全部 萬新歌 首 歌 更新 軟體 時 要 有 全部 萬舊 歌 首 歌 更新 軟體 時 要 有 全部 萬老 歌 首 歌 更新 軟體 時 要 有 全部 萬懷念歌 首 歌 電臺 更新 軟體 時 要 有 全部 萬曲風 電臺 首 歌,-1.0
希望 音質 要 再 有 提升 推出 多元化 功能,0.5
曲増 欲曲 入 欲 音質 重寶,0.5
重 低音 立體 環繞,-1.0
之前 不錯 用 要 有 多點 新歌 然後 現在 要 付錢 付錢 這 個 事 我 覺得 不 是 太 好 我 不 喜歡 希望 不要 再 讓 我們 付錢 了,-1.0
為何 近期 聽 你們 聽 歌 軟體 好幾 首 歌 都 下 大聲 下 小聲 怎麼 回 事,0.5
洋 楽 特強 新 譜 非常 良,1.0
歌單 中 的 歌曲 要 刪除 有點 麻煩 希望 可以 改成 長 按 歌曲 或 其他 更 方便 的 方式 來 刪除 歌曲,0.5
太 貴,0.0
音樂 很 好聽,1.0
還是 你 好用,1.0
非常 好 歌曲 很 新,1.0
強烈 推薦 的 這 個 網址 裏面 全 是 非常 爽 的 遊戲 例如 高爆率 滿級 合成 裝備 什麼 都 有 讓 我 愛不釋手 而且 遊戲 種類 繁多 回合 的 策略 的 卡牌 的 曾經 自己 玩 過 的 遊戲 這裏 都 有 讓 我 徹底 的 過 了 一 把 遊戲癮 比 用掛還 爽 必須 下載 個人 覺得 這 遊戲 你 第一 次 開始 玩 讓 我 告訴 你 上 可以 體驗 一下 大量 鑽石版 手遊 登入 就 享至 尊 會員 還 有 原創 角色 交易 系統 玩膩 了 可以 換 現金 之前 只 能 靠 遊戲 裏 的 裝備 苟活 著 所以 我 就 開始 用 軟件 剛 開始 上線 送 了 之後 還 有 特權 什麼 無限 元寶 啊 爆裝 啊 的 都 是 在 別的 軟件 沒 體驗 過 得 非常 奈斯 雖然 遊戲 很 簡單 還是 有 種 莫名其妙 的 投入感 遊戲 節奏 很 讓 人 上手 喜歡 暗黑 的 玩家 可以 玩 一下 老 遊戲 還是 有 人 玩 的話 還是 有 些 理由 的 遊戲 中 背景 音樂 請 您 先 到 蒼天 牧師 網 上 找 星耀版 手遊 大量 的 商城幣 沒有 縣制 資源 玩起來 才 夠 爽 還 有 角色 交易 系統 唷 場景 做 的 很 細緻 感覺 可以 靜下來 心 可以 獨自 慢慢 玩 的 遊戲 雖然 很 難受 還是 會 繼續 堅持 玩 的 魔性 遊戲 對於 老手 們 是 一 個 不錯 的 選擇 上線 即 送 滿級 鑽石 拿到 手 抽筋 天天 精彩 豪禮 送送 送 不停 去 了 解 那些 年 發生 的 故事 方面 也 是 有 一定 的 深度 不 是 完全 數值 的 比 拼,1.0
可以 再 誇張 有點 越來越 多 歌 沒 授權 那 你們 收錢 收 個 屁,-1.0
牛 逼,1.0
